libmpcdec 1:0.1+r475-6
libmpdclient 2.23-1
libmpeg2 0.5.1-10
libmspub 0.1.4-17
libmtp 1.1.22-1
libmwaw 0.3.22-3
libmysofa 1.3.3-1
libnautilus-extension 48.3-1
libndp 1.9-1
libnet 2:1.3-1
libnetfilter_conntrack 1.0.9-2
libnewt 0.52.25-1
libnfnetlink 1.0.2-2
libnfs 6.0.2-5
libnftnl 1.2.9-1
libnghttp2 1.66.0-1
libnghttp3 1.10.1-1
libngtcp2 1.13.0-1
libnice 0.1.22-2
libnl 3.11.0-1
libnm 1.52.1-1
libnma 1.10.6-3
libnma-common 1.10.6-3
libnma-gtk4 1.10.6-3
libnotify 0.8.6-1
libnsl 2.0.1-1
libnss_nis 3.2-2
libnumbertext 1.0.11-2
libnvme 1.14-1
liboauth 1:1.0.3+r16+gc26f038-2
libodfgen 0.1.8-4
libogg 1.3.5-2
libopenmpt 0.8.1-1
liborcus 0.20.1-1
libosinfo 1.12.0-2
libp11-kit 0.25.5-1
libpagemaker 0.0.4-4
libpaper 2.2.6-1
libpcap 1.10.5-3
libpciaccess 0.18.1-2
libpeas 1.36.0-7
libpgm 5.3.128-3
libphonenumber 1:9.0.7-2
libpipeline 1.5.8-1
libpipewire 1:1.4.6-1
libplacebo 7.351.0-1
libplist 2.7.0-1
libpng 1.6.50-1
libportal 0.9.1-2
libportal-gtk3 0.9.1-2
libportal-gtk4 0.9.1-2
libproxy 0.5.10-1
libpsl 0.21.5-2
libpulse 17.0+r43+g3e2bb8a1e-1
libpwquality 1.4.5-6
libqalculate 5.6.0-1
libqmi 1.36.0-1
libqrtr-glib 1.2.2-4
libqxp 0.0.2-13
libraqm 0.10.2-1
libraw 0.21.4-1
libraw1394 2.1.2-4
libreoffice-fresh 25.2.4-3
librest 0.9.1-3
librevenge 0.0.5-3
librist 0.2.11-1
librsvg 2:2.60.0-2
librsync 1:2.3.4-2
libsamplerate 0.2.2-3
libsasl 2.1.28-5
libseccomp 2.5.6-1
libsecret 0.21.7-1
libshout 1:2.4.6-5
libshumate 1.4.0-1
libsigc++ 2.12.1-1
libsigc++-3.0 3.6.0-1
libsigsegv 2.15-1
libsixel 1.10.5-1
libsm 1.2.6-1
libsndfile 1.2.2-3
libsodium 1.0.20-1
libsoup 2.74.3-3
libsoup3 3.6.5-1
libsoxr 0.1.3-4
libspectre 0.2.12-2
libspeechd 0.12.1-1
libspelling 0.4.8-1
libspng 0.7.4-2
libsrtp 1:2.7.0-1
libssh 0.11.2-1
libssh2 1.11.1-1
libstaroffice 0.0.7-4
libstemmer 3.0.1-1
libsynctex 2025.2-1
libsysprof-capture 48.0-5
libtar 1.2.20-7
libtasn1 4.20.0-1
libteam 1.32-2
libthai 0.1.29-3
libtheora 1.2.0-1
libtiff 4.7.0-1
libtiger 0.3.4-8
libtirpc 1.3.6-2
libtommath 1.3.0-1
libtool 2.5.4+r23+g5b582aed-1
libtorrent-rasterbar 1:2.0.11-4
libultrahdr 1.4.0-1
libunibreak 6.1-1
libunistring 1.3-1
libunwind 1.8.2-1
libupnp 1.14.24-1
liburing 2.11-1
libusb 1.0.29-1
libusb-compat 0.1.8-2
libusbmuxd 2.1.1-1
libutempter 1.2.3-1
libutf8proc 2.10.0-1
libuv 1.51.0-1
libva 2.22.0-1
libva-intel-driver 2.4.1-5
libvdpau 1.5-3
libverto 0.3.2-5
libvisio 0.1.8-3
libvlc 3.0.21-26
libvncserver 0.9.14-4
libvorbis 1.3.7-4
libvpl 2.15.0-1
libvpx 1.15.0-1
libvterm 0.3.3-2
libwacom 2.16.1-1
libwbclient 2:4.22.3-1
libwebp 1.6.0-1
libwireplumber 0.5.10-1
libwmf 0.2.13-4
libwnck3 43.2-1
libwpd 0.10.3-5
libwps 0.4.14-3
libx11 1.8.12-1
libxau 1.0.12-1
libxaw 1.0.16-1
libxcb 1.17.0-1
libxcomposite 0.4.6-2
libxcrypt 4.4.38-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.6-2
libxdg-basedir 1.2.3-2
libxdmcp 1.1.5-1
libxext 1.3.6-1
libxfixes 6.0.1-2
libxfont2 2.0.7-1
libxft 2.3.9-1
libxi 1.8.2-1
libxinerama 1.1.5-2
libxkbcommon 1.10.0-1
libxkbcommon-x11 1.10.0-1
libxkbfile 1.1.3-1
libxml2 2.14.4-2
libxmlb 0.3.22-1
libxmu 1.2.1-1
libxpm 3.5.17-2
libxpresent 1.0.1-2
libxrandr 1.5.4-1
libxrender 0.9.12-1
libxres 1.2.2-2
libxshmfence 1.3.3-1
libxslt 1.1.43-2
libxss 1.2.4-2
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxxf86vm 1.1.6-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzip 1.11.4-1
libzmf 0.0.2-17
licenses 20240728-1
lilv 0.24.26-1
linux 6.15.6.arch1-1
linux-api-headers 6.15-1
linux-firmware 20250508.788aadc8-2
linux-firmware-whence 20250508.788aadc8-2
lirc 1:0.10.2-5
live-media 2025.05.24-1
llhttp 9.2.1-2
llvm-libs 20.1.7-1
lm_sensors 1:3.6.2-1
lmdb 0.9.33-1
localsearch 3.9.0-3
localsend-bin 1.17.0-1
logseq-desktop-bin 0.10.12-1
loupe 48.1-1
lpsolve 5.5.2.11-3
lsof 4.99.5-1
lua 5.4.8-2
lua-lpeg 1.1.0-3
lua51-lpeg 1.1.0-3
luajit 2.1.1748459687-1
lv2 1.18.10-1
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.20-1
mailcap 2.1.54-2
make 4.4.1-2
malcontent 0.13.0-1
man-db 2.13.1-1
mariadb-libs 11.8.2-1
mbedtls 3.6.3-1
mbedtls2 2.28.10-1
md4c 0.5.2-1
mdadm 4.4-1
media-player-info 26-1
mesa 1:25.1.5-1
meson 1.8.2-2
minizip 1:1.3.1-2
mjpegtools 2.2.1-2
mkinitcpio 39.2-3
mkinitcpio-busybox 1.36.1-1
mobile-broadband-provider-info 20250613-1
mod_dnssd 0.6-9
modemmanager 1.24.0-2
modemmanager-qt 6.16.0-1
mpdecimal 4.0.1-1
mpfr 4.2.2-1
mpg123 1.33.0-1
mpv 1:0.40.0-3
msgpack-c 6.1.0-2
msgraph 0.3.3-1
mtdev 1.1.7-1
mtools 1:4.0.49-1
mujs 1.3.7-1
mutter 48.4-1
nano 8.5-1
nautilus 48.3-1
ncurses 6.5-4
neon 0.34.2-1
neovim 0.11.3-1
net-snmp 5.9.4-6
netpbm 10.86.47-1
nettle 3.10.2-1
network-manager-applet 1.36.0-1
networkmanager 1.52.1-1
nftables 1:1.1.3-1
ninja 1.12.1-2
nlohmann-json 3.12.0-2
nm-connection-editor 1.36.0-1
node-gyp 11.2.0-1
nodejs 24.4.0-1
nodejs-nopt 7.2.1-1
notion-app-electron 4.12.3-1
notion-app-electron-debug 4.12.3-1
noto-fonts 1:2025.07.01-1
noto-fonts-emoji 1:2.048-1
npm 11.4.2-1
npth 1.8-1
nspr 4.36-1
nss 3.113.1-1
ntfs-3g 2022.10.3-2
numactl 2.0.19-1
nvidia 575.64.03-3
nvidia-utils 575.64.03-1
nvm 0.40.3-1
nwg-look 1.0.6-1
obs-studio 31.0.4-1
obsidian 1.8.10-1
ocl-icd 2.3.3-1
oh-my-posh-git r4247.9abd87a1-1
onetbb 2022.2.0-1
oniguruma 6.9.10-1
openal 1.24.3-1
opencore-amr 0.1.6-2
opencv 4.12.0-1
openexr 3.3.4-1
openh264 2.6.0-1
openjpeg2 2.5.3-1
openrgb 0.9-4
openssh 10.0p1-3
openssl 3.5.1-1
openvpn 2.6.14-1
opus 1.5.2-1
orc 0.4.41-1
orca 48.6-1
osinfo-db 20250606-1
ostree 2025.2-3
otf-apple-fonts 1.2-1
otf-font-awesome 6.7.2-1
otf-geist-mono-nerd 3.4.0-1
p11-kit 0.25.5-1
pacman 7.0.0.r6.gc685ae6-6
pacman-contrib 1.12.0-1
pacman-mirrorlist 20250702-2
pam 1.7.1-1
pambase 20230918-2
pandoc-cli 3.1.12.1-95
pango 1:1.56.4-1
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
papirus-folders-catppuccin-git r30.f83671d1-2
papirus-icon-theme 20250501-1
parted 3.6-2
patch 2.8-1
patchelf 0.18.0-3
pciutils 3.14.0-1
pcre 8.45-4
pcre2 10.45-1
pcsclite 2.3.3-1
perl 5.40.2-1
perl-error 0.17030-1
perl-mailtools 2.22-1
perl-timedate 2.33-7
pinentry 1.3.1-5
pipewire 1:1.4.6-1
pipewire-alsa 1:1.4.6-1
pipewire-audio 1:1.4.6-1
pipewire-jack 1:1.4.6-1
pipewire-pulse 1:1.4.6-1
pixman 0.46.2-1
pkcs11-helper 1.30.0-2
pkgconf 2.5.1-1
playerctl 2.4.1-4
plocate 1.1.23-1
polkit 126-2
polkit-qt6 0.200.0-1
poppler 25.07.0-1
poppler-data 0.4.12-2
poppler-glib 25.07.0-1
popt 1.19-2
portaudio 1:19.7.0-3
potrace 1.16-3
ppp 2.5.2-1
pps-tools 1.0.3-2
procps-ng 4.0.5-3
projectm 3.1.12-5
protobuf 31.1-1
protobuf-c 1.5.2-4
protonvpn-applet 0.1.7-1
protonvpn-cli-community 2.2.12-1
psmisc 23.7-1
pugixml 1.15-2
pulseaudio-qt 1.7.0-1
pyprland-git r1466.ead5bdb-1
python 3.13.5-1
python-aiofiles 24.1.0-2
python-anyio 4.9.0-1
python-argcomplete 3.6.2-1
python-argon2-cffi 25.1.0-1
python-argon2-cffi-bindings 21.2.0-6
python-asttokens 3.0.0-1
python-async-lru 2.0.5-1
python-attrs 25.3.0-1
python-autocommand 2.2.2-7
python-babel 2.17.0-1
python-bcrypt 4.3.0-1
python-beautifulsoup4 4.13.3-1
python-bleach 6.2.0-2
python-build 1.2.2-3
python-cachecontrol 1:0.14.3-1
python-cachy 0.3.0-11
python-cairo 1.28.0-1
python-certifi 2025.07.09-1
python-cffi 1.17.1-2
python-charset-normalizer 3.4.2-1
python-cleo 1:2.1.0-1
python-click 8.1.8-1
python-colorama 0.4.6-5
python-comm 0.2.2-3
python-contourpy 1.3.2-1
python-crashtest 0.4.1-4
python-cryptography 45.0.5-1
python-cycler 0.12.1-3
python-dateutil 2.9.0-6
python-dbus 1.4.0-1
python-decorator 5.2.1-1
python-defusedxml 0.7.1-7
python-distlib 0.3.9-2
python-distro 1.9.0-3
python-docopt 0.6.2-14
python-dulwich 0.23.2-1
python-et-xmlfile 2.0.0-2
python-executing 2.2.0-1
python-fastjsonschema 2.21.1-1
python-filelock 3.18.0-1
python-findpython 0.7.0-1
python-fonttools 4.58.5-1
python-gobject 3.52.3-3
python-greenlet 3.2.1-1
python-h11 0.16.0-1
python-html5lib 1.1-15
python-httpcore 1.0.9-2
python-httpx 0.28.1-3
python-idna 3.10-2
python-importlib-metadata 8.7.0-1
python-iniconfig 2.1.0-1
python-installer 0.7.0-10
python-ipykernel 6.29.5-3
python-ipython-pygments-lexers 1.1.1-1
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jedi 0.19.2-1
python-jeepney 0.9.0-1
python-jinja 1:3.1.6-1
python-joblib 1.4.2-2
python-json-logger 3.3.0-1
python-json5 0.12.0-1
python-jsonschema 4.23.0-2
python-jsonschema-specifications 2024.10.1-1
python-jupyter-client 8.6.3-3
python-jupyter-core 5.8.1-1
python-jupyter-events 0.12.0-1
python-jupyterlab-server 2.27.3-3
python-keyring 25.6.0-1
python-keyutils 0.6-11
python-kiwisolver 1.4.6-1
python-lark-parser 1.2.2-3
python-lockfile 0.12.2-14
python-lxml 6.0.0-1
python-mako 1.3.10-1
python-markdown 3.8.2-1
python-markdown-it-py 3.0.0-4
python-markupsafe 3.0.2-1
python-matplotlib 3.10.3-1
python-matplotlib-inline 0.1.7-2
python-mdurl 0.1.2-8
python-mistune 1:3.1.3-1
python-more-itertools 10.7.0-1
python-msgpack 1.0.5-3
python-nest-asyncio 1.6.0-4
python-numpy 2.3.1-1
python-olefile 0.47-4
python-openpyxl 3.1.5-2
python-overrides 7.7.0-3
python-packaging 25.0-1
python-pandas 2.3.1-1
python-pandocfilters 1.5.1-3
python-paramiko 3.5.1-1
python-parso 1:0.8.4-3
python-patsy 1.0.1-2
python-pbs-installer 2025.07.02-1
python-pexpect 4.9.0-4
python-pillow 11.3.0-1
python-pip 25.1.1-1
python-pipx 1.7.1-2
python-pkginfo 1.12.0-1
python-platformdirs 4.3.6-2
python-pluggy 1.6.0-1
python-poetry 2.1.2-1
python-poetry-core 2.1.3-1
python-poetry-plugin-export 1.9.0-1
python-pooch 1.8.2-4
python-prometheus_client 0.22.1-1
python-prompt_toolkit 3.0.51-1
python-psutil 7.0.0-1
python-ptyprocess 0.7.0-8
python-pure-eval 0.2.3-2
python-pycparser 2.22-3
python-pygments 2.19.2-1
python-pynacl 1.5.0-3
python-pyparsing 3.2.3-1
python-pyproject-hooks 1.2.0-3
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.0-1
python-pyte 0.8.2-4
python-pytest 1:8.4.1-1
python-pythondialog 3.5.3-3
python-pytz 2025.2-1
python-pyxdg 0.28-4
python-pyzmq 26.2.0-1
python-rapidfuzz 3.12.2-1
python-referencing 0.35.1-3
python-requests 2.32.4-1
python-requests-toolbelt 1.0.0-3
python-resolvelib 1.2.0-1
python-rich 14.0.0-1
python-rpds-py 0.22.3-1
python-ruamel-yaml 0.18.10-1
python-ruamel.yaml.clib 0.2.12-3
python-scikit-learn 1.7.0-1
python-scipy 1.16.0-1
python-seaborn 0.13.2-2
python-secretstorage 3.3.3-6
python-send2trash 1.8.3-2
python-setproctitle 1.3.5-1
python-setuptools 1:80.9.0-1
python-shellingham 1.5.4-3
python-simplejson 3.20.1-1
python-six 1.17.0-1
python-sniffio 1.3.1-4
python-soupsieve 2.6-2
python-sqlalchemy 2.0.41-1
python-stack-data 0.6.3-4
python-statsmodels 0.14.4-1
python-threadpoolctl 3.5.0-2
python-tinycss2 1.4.0-2
python-tomlkit 0.13.3-1
python-tornado 6.4.2-1
python-tqdm 4.67.1-2
python-traitlets 5.14.3-3
python-trove-classifiers 2025.5.9.12-1
python-typing_extensions 4.14.1-1
python-urllib3 2.5.0-1
python-userpath 1.9.2-3
python-virtualenv 20.28.0-1
python-wcwidth 0.2.13-3
python-webencodings 0.5.1-12
python-websocket-client 1.8.0-2
python-wheel 0.45.1-1
python-xlsxwriter 3.2.5-1
python-xmltodict 0.14.2-1
python-yaml 6.0.2-2
python-zipp 3.21.0-2
qalculate-gtk 5.6.0-1
qbittorrent 5.1.2-1
qca-qt6 2.3.10-2
qhull 2020.2-5
qimgv 1.0.3+alpha+94+ge2675f13-1
qimgv-debug 1.0.3+alpha+94+ge2675f13-1
qqc2-desktop-style 6.16.0-1
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-base 5.15.17+kde+r123-1
qt5-declarative 5.15.17+kde+r21-1
qt5-imageformats 5.15.17+kde+r2-1
qt5-svg 5.15.17+kde+r5-1
qt5-tools 5.15.17+kde+r3-2
qt5-translations 5.15.17-1
qt5-wayland 5.15.17+kde+r57-1
qt5-x11extras 5.15.17-1
qt6-5compat 6.9.1-1
qt6-base 6.9.1-4
qt6-connectivity 6.9.1-1
qt6-declarative 6.9.1-1
qt6-multimedia 6.9.1-1
qt6-multimedia-ffmpeg 6.9.1-1
qt6-shadertools 6.9.1-1
qt6-svg 6.9.1-1
qt6-tools 6.9.1-2
qt6-translations 6.9.1-1
qt6-wayland 6.9.1-1
raptor 2.0.16-7
rasqal 1:0.9.33-7
rav1e 0.7.1-1
rclone 1.70.3-1
re2 1:20240702-5
readline 8.3.0-3
redland 1:1.0.17-9
reflector 2023-3
rhash 1.4.4-1
ripgrep 14.1.1-1
rnnoise 1:0.2-1
rofi-git 1.7.9.1.r196.g4110e98c-1
rofi-git-debug 1.7.9.1.r196.g4110e98c-1
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
runc 1.3.0-1
rustup 1.28.2-3
rygel 1:0.44.2-3
sane 1.4.0-1
sbc 2.0-2
scdoc 1.11.3-1
sdbus-cpp 2.1.0-2
sddm 0.21.0-6
sdl2-compat 2.32.56-2
sdl2_ttf 2.24.0-1
sdl3 3.2.16-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.2-1
serd 0.32.4-1
shaderc 2025.2-2
shadow 4.18.0-1
shared-mime-info 2.4-2
simdjson 1:3.13.0-1
simple-scan 48.1-1
slang 2.3.3-3
slurp 1.5.0-1
smartmontools 7.5-1
smbclient 2:4.22.3-1
snappy 1.2.2-2
snapshot 48.0.1-1
sndio 1.10.0-1
sof-firmware 2025.05-1
solid 6.16.0-1
sonnet 6.16.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
source-highlight 3.1.9-15
spandsp 0.0.6-5
spdlog 1.15.3-1
speech-dispatcher 0.12.1-1
speedtest-cli 2.1.3-9
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.313.0-1
spotify 1:1.2.63.394-1
sqlite 3.50.2-1
sratom 0.6.18-1
srt 1.5.4-1
startup-notification 0.12-8
stow 2.4.1-1
sudo 1.9.17.p1-1
sushi 46.0-2
svt-av1 3.0.2-1
svt-hevc 1.5.1-3
swig 4.3.1-1
syncthing 1.30.0-1
systemd 257.7-1
systemd-libs 257.7-1
systemd-sysvcompat 257.7-1
taglib 2.1.1-1
talloc 2.4.3-1
tar 1.35-2
tdb 1.4.13-1
tealdeer 1.7.2-1
tecla 48.0.2-1
telegram-desktop-bin 5.16.3-1
telegram-desktop-bin-debug 5.16.3-1
tevent 1:0.16.2-1
texinfo 7.2-1
texlive-basic 2025.2-1
texlive-bin 2025.2-1
texlive-fontsextra 2025.2-1
texlive-fontsrecommended 2025.2-1
texlive-latex 2025.2-1
texlive-latexextra 2025.2-1
texlive-latexrecommended 2025.2-1
texlive-pictures 2025.2-1
texlive-xetex 2025.2-1
the_silver_searcher 2.2.0-3
thefuck 3.32-11
thorium-browser-bin 130.0.6723.174-1
thunderbird-beta-bin 141.0b3-1
thunderbird-beta-bin-debug 141.0b3-1
tinysparql 3.9.2-2
tmux-git 10560_3.5.r282.g865117a0-1
tmux-git-debug 10560_3.5.r282.g865117a0-1
toipe 0.4.1-1
tomlplusplus 3.4.0-1
totem 43.2-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-2
tree 2.2.1-1
tree-sitter 0.25.7-1
tree-sitter-c 0.24.1-1
tree-sitter-cli 0.25.7-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.0-1
tree-sitter-query 0.6.2-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.23-1
ttf-cascadia-code-nerd 3.4.0-1
ttf-cascadia-mono-nerd 3.4.0-1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-droid 20121017-11
ttf-firacode-nerd 3.4.0-1
ttf-hack-nerd 3.4.0-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-liberation-mono-nerd 3.4.0-1
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-times-new-roman 2.0-3
ttyper 1.6.0-1
twolame 0.4.0-4
typora-debug 1.10.8-1
tzdata 2025b-1
uchardet 0.0.8-3
udiskie 2.5.7-1
udisks2 2.10.1-6
unibilium 2.1.2-1
unzip 6.0-22
upower 1.90.9-1
usbmuxd 1.1.1-4
uthash 2.3.0-2
util-linux 2.41.1-1
util-linux-libs 2.41.1-1
v4l-utils 1.30.1-1
vala 0.56.18-4
vapoursynth R70-2
verdict 1.4.2-1
vid.stab 1.1.1-2
vim 9.1.1497-1
vim-runtime 9.1.1497-1
visual-studio-code-bin 1.102.0-1
vlc 3.0.21-26
vlc-cli 3.0.21-26
vlc-gui-qt 3.0.21-26
vlc-plugin-a52dec 3.0.21-26
vlc-plugin-alsa 3.0.21-26
vlc-plugin-dav1d 3.0.21-26
vlc-plugin-dbus 3.0.21-26
vlc-plugin-dbus-screensaver 3.0.21-26
vlc-plugin-faad2 3.0.21-26
vlc-plugin-flac 3.0.21-26
vlc-plugin-gnutls 3.0.21-26
vlc-plugin-inflate 3.0.21-26
vlc-plugin-journal 3.0.21-26
vlc-plugin-jpeg 3.0.21-26
vlc-plugin-lua 3.0.21-26
vlc-plugin-mpg123 3.0.21-26
vlc-plugin-opus 3.0.21-26
vlc-plugin-png 3.0.21-26
vlc-plugin-pulse 3.0.21-26
vlc-plugin-shout 3.0.21-26
vlc-plugin-speex 3.0.21-26
vlc-plugin-tag 3.0.21-26
vlc-plugin-theora 3.0.21-26
vlc-plugin-twolame 3.0.21-26
vlc-plugin-vorbis 3.0.21-26
vlc-plugin-vpx 3.0.21-26
vlc-plugin-xml 3.0.21-26
vlc-plugins-base 3.0.21-26
vlc-plugins-video-output 3.0.21-26
vmaf 3.0.0-1
volume_key 0.3.12-11
vte-common 0.80.3-1
vte4 0.80.3-1
vulkan-icd-loader 1.4.313.0-1
wavpack 5.8.1-1
waybar-git 0.13.0.r19.g9477792-1
waybar-git-debug 0.13.0.r19.g9477792-1
wayland 1.23.1-2
wayland-protocols 1.45-1
webkit2gtk 2.48.3-1
webkit2gtk-4.1 2.48.3-1
webkitgtk-6.0 2.48.3-1
webrtc-audio-processing-1 1.3-5
websocketpp 0.8.2-3
wf-recorder 0.5.0-2
wget 1.25.0-2
whatsapp-for-linux 1.7.0-1
which 2.23-1
wildmidi 0.4.6-1
wireless_tools 30.pre9-4
wireplumber 0.5.10-1
wl-clipboard 1:2.2.1-3
woff2 1.0.2-6
wpa_supplicant 2:2.11-3
wsdd 0.9-1
x264 3:0.164.r3108.31e19f9-2
x265 4.1-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-1
xdg-desktop-portal-gnome 48.0-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland-git 1.3.9.r6.g76bbf1a-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xf86-input-libinput 1.5.0-1
xf86-video-nouveau 1.0.18-1
xkeyboard-config 2.45-1
xmlsec 1.3.7-2
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.18-2
xorg-server-common 21.1.18-2
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.8-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yay 12.5.0-1
yazi 25.5.31-1
yelp 42.3-1
yelp-xsl 42.4-1
yq 3.4.3-2
yyjson 0.11.1-1
z-library-electron 2.3.0-1
zathura 0.5.12-1
zathura-cb 0.1.11-5
zathura-djvu 0.2.10-5
zathura-gruvbox-git r7.0b49904-1
zathura-pdf-poppler 0.3.3-5
zbar 0.23.93-4
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zoxide-git 0.9.7.r12.g7691d7e-1
zram-generator 1.2.1-1
zsh-git 5.9.0.2.rtest.8.g7de89c957-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
